amount,hour,previous_transactions_24h,failed_attempts,distance_from_home_km,account_age_days,card_present,international_transaction,transaction_type,merchant_category,is_fraud
4127.66,7,0,0,7.05,879,Yes,No,POS,Grocery,0
2360.02,12,2,0,31.87,170,No,No,POS,Other,0
1285.82,22,5,0,15.93,2360,Yes,No,Transfer,Travel,0
596.18,5,5,0,16.99,273,Yes,No,POS,Jewellery,0
3486.61,6,2,0,10.46,1896,Yes,No,Online,Fuel,0
7367.92,2,2,1,1.0,1481,No,No,POS,Electronics,0
4480.79,13,4,1,18.37,1477,Yes,No,POS,Fuel,0
1329.63,4,0,0,20.06,2213,Yes,No,POS,Electronics,0
1877.72,20,3,0,14.41,1907,Yes,Yes,Transfer,Fuel,0
2669.81,6,4,0,10.09,1818,Yes,Yes,POS,Grocery,0
10256.9,15,4,0,54.93,1324,Yes,No,POS,Fuel,0
10609.97,4,3,0,37.2,2093,No,No,POS,Restaurant,0
9831.22,7,0,1,7.64,1900,Yes,No,Online,Fuel,0
3742.72,4,2,0,33.26,1739,Yes,Yes,POS,Restaurant,0
18858.15,13,0,0,12.89,2213,Yes,No,Online,Electronics,0
1953.52,0,3,0,51.59,369,Yes,No,Online,Other,0
2596.4,1,4,1,14.63,51,Yes,No,Online,Fuel,0
6176.43,12,5,0,58.84,116,No,Yes,POS,Other,1
44474.23,2,13,7,485.2,67,No,Yes,Transfer,Electronics,1
4307.58,7,4,0,40.4,2258,Yes,No,POS,Grocery,0
1527.36,10,4,0,14.31,467,No,No,ATM,Fuel,0
3268.39,9,3,1,22.71,184,Yes,No,Online,Other,0
1976.78,18,2,0,25.09,1016,No,No,POS,Restaurant,0
1072.11,10,4,0,30.66,2370,Yes,No,Online,Fuel,0
2167.12,20,4,0,62.32,1336,No,No,Transfer,Grocery,0
4143.52,5,4,0,20.67,2003,No,No,POS,Restaurant,0
5524.5,4,5,1,50.83,2917,Yes,No,POS,Restaurant,0
574.43,9,2,0,9.17,1553,Yes,No,POS,Fuel,0
3379.79,1,2,0,15.72,983,Yes,No,POS,Grocery,0
3162.03,16,4,0,13.15,107,Yes,No,Online,Other,0
3995.8,9,1,0,51.42,2459,Yes,No,ATM,Electronics,0
1351.29,8,1,0,70.6,2251,Yes,No,POS,Fuel,0
1374.67,12,4,1,17.78,1017,Yes,No,Transfer,Other,0
7495.75,1,2,0,13.87,1887,Yes,Yes,POS,Restaurant,0
1749.5,9,7,0,23.32,695,Yes,No,ATM,Grocery,0
2502.41,23,3,0,12.36,2008,Yes,No,POS,Electronics,0
2700.17,15,3,0,18.32,1307,Yes,No,ATM,Electronics,0
2006.62,13,4,0,23.35,616,No,Yes,ATM,Electronics,0
4730.63,12,2,1,23.54,278,Yes,No,POS,Jewellery,0
4462.36,11,3,0,5.74,70,No,No,POS,Grocery,1
3060.29,22,3,0,17.55,2459,No,No,POS,Electronics,0
2100.36,22,4,0,82.88,220,No,No,POS,Travel,1
2885.54,9,2,1,6.92,1499,Yes,No,Transfer,Travel,0
34663.36,0,16,3,283.77,71,No,Yes,Online,Jewellery,1
1879.58,1,3,1,28.12,2065,Yes,No,Online,Restaurant,0
4969.9,7,3,0,99.79,1174,Yes,No,Online,Travel,1
6470.25,7,1,1,29.34,2395,No,No,POS,Other,0
8324.61,16,4,0,78.19,279,Yes,No,Online,Fuel,0
8002.07,14,5,0,28.71,1232,Yes,No,POS,Other,0
2687.25,11,2,0,17.02,1217,Yes,No,Online,Grocery,0
3711.82,6,3,0,29.98,1357,Yes,No,Online,Other,0
3017.71,12,3,1,8.84,868,Yes,No,Online,Restaurant,0
3009.66,6,6,1,31.98,768,Yes,No,POS,Electronics,0
2870.55,11,1,0,18.45,2858,Yes,No,Online,Grocery,0
36614.21,3,20,5,435.78,61,No,Yes,Online,Travel,1
7167.78,21,2,0,54.47,1374,No,No,POS,Electronics,1
4230.41,17,3,0,21.44,2498,Yes,No,Online,Jewellery,1
1300.03,4,2,0,3.85,220,Yes,No,POS,Electronics,0
6293.48,22,5,0,38.39,1726,Yes,No,POS,Fuel,0
3957.73,15,3,0,44.56,2043,No,No,ATM,Grocery,0
4767.21,8,2,0,109.15,125,No,No,POS,Other,0
4173.03,12,3,0,31.85,2125,Yes,No,Online,Fuel,0
4305.45,4,3,0,20.02,2137,Yes,Yes,POS,Electronics,0
4442.32,1,3,0,38.83,1588,Yes,No,POS,Travel,0
703.94,10,4,0,9.45,2003,Yes,No,POS,Restaurant,0
4726.51,18,3,1,17.07,2836,Yes,No,POS,Fuel,0
1945.38,8,4,0,41.84,1034,Yes,No,POS,Restaurant,0
2354.68,9,4,0,22.71,663,No,No,POS,Grocery,0
83866.12,23,22,7,354.44,17,No,Yes,Online,Electronics,1
9161.15,23,3,0,21.31,2851,Yes,No,ATM,Other,0
1498.64,11,0,1,29.64,1490,Yes,No,POS,Other,0
3323.18,1,3,2,21.98,2785,Yes,No,POS,Grocery,1
63097.71,3,10,5,449.03,65,No,Yes,Transfer,Electronics,1
6234.44,17,5,0,1.73,359,Yes,No,POS,Other,0
2761.41,21,2,1,47.56,2045,Yes,No,Online,Restaurant,0
3989.13,22,3,0,43.9,2636,Yes,No,POS,Other,0
1502.34,15,3,0,15.51,1556,Yes,No,ATM,Restaurant,0
6924.67,2,1,0,14.96,920,No,No,POS,Restaurant,0
991.29,5,3,0,20.29,2418,Yes,No,POS,Grocery,0
4683.23,17,4,0,49.35,181,No,No,POS,Grocery,0
62312.37,2,9,6,385.98,129,No,Yes,Transfer,Travel,1
74573.2,4,19,3,466.37,12,No,Yes,Transfer,Electronics,1
1004.59,9,3,0,29.33,164,Yes,No,Online,Grocery,0
77040.05,23,19,2,84.45,154,No,Yes,Online,Travel,1
6037.84,10,3,0,16.04,218,No,No,Online,Fuel,0
10036.61,3,7,1,39.45,2163,Yes,Yes,POS,Jewellery,1
3147.29,23,1,1,78.0,1432,No,Yes,POS,Electronics,0
5670.64,8,1,0,31.01,2220,No,No,POS,Restaurant,0
3741.95,6,1,0,55.52,2347,No,No,ATM,Electronics,0
3266.31,1,3,0,36.25,2370,No,Yes,POS,Grocery,0
2490.3,11,7,0,33.57,338,No,No,ATM,Restaurant,0
3417.37,23,4,0,84.11,2547,No,No,Transfer,Other,1
5341.99,3,0,1,10.63,2591,Yes,No,POS,Travel,0
5634.07,5,6,0,20.57,1528,Yes,No,ATM,Restaurant,0
1196.25,4,0,1,17.65,420,Yes,No,ATM,Grocery,1
37534.15,1,17,5,163.19,178,No,Yes,Online,Jewellery,1
1439.54,14,4,0,6.72,2089,Yes,No,ATM,Electronics,0
3539.95,7,2,0,25.38,410,No,No,POS,Restaurant,0
2647.85,18,2,1,15.03,2411,No,No,Online,Fuel,0
4317.07,9,4,1,15.94,2049,Yes,No,POS,Grocery,0
4522.01,15,3,0,59.14,145,No,No,Transfer,Electronics,0
394.59,2,1,0,13.54,1834,Yes,No,Online,Travel,1
3398.62,7,4,0,100.41,2547,Yes,No,POS,Jewellery,0
7258.73,9,3,0,30.08,2865,No,Yes,Online,Restaurant,0
2323.58,1,2,0,2.52,2526,No,No,Online,Other,0
2271.75,10,1,1,55.59,2580,No,No,ATM,Restaurant,0
6465.45,11,3,0,1.65,446,Yes,No,POS,Fuel,0
5806.37,9,3,0,8.6,84,Yes,No,Online,Other,0
1566.42,12,4,0,35.33,635,Yes,Yes,Online,Jewellery,0
5437.39,19,3,0,21.91,2645,Yes,No,Online,Other,0
1862.31,18,1,0,43.69,2582,No,No,Online,Electronics,1
59130.54,1,8,5,285.24,92,No,Yes,Online,Travel,1
1565.21,15,4,0,15.94,2897,No,No,POS,Jewellery,1
1187.93,21,3,0,18.43,652,Yes,No,POS,Grocery,0
3686.93,20,2,1,36.9,1458,Yes,No,Online,Restaurant,0
1033.52,7,4,0,44.57,1833,No,No,POS,Jewellery,0
3792.14,18,6,0,9.1,385,No,No,Transfer,Electronics,0
3709.53,19,2,1,61.1,1148,Yes,Yes,POS,Grocery,1
3046.04,8,3,0,96.8,845,Yes,No,POS,Fuel,0
2407.79,20,4,0,25.65,1081,No,No,ATM,Fuel,0
2061.4,15,2,1,32.17,1021,Yes,No,POS,Grocery,0
1403.11,18,4,1,15.05,1361,Yes,No,POS,Grocery,0
36023.51,4,16,6,314.45,148,No,Yes,Online,Jewellery,1
2948.69,18,4,0,1.76,361,No,No,Online,Grocery,0
2877.06,22,3,0,74.28,2167,Yes,No,POS,Electronics,0
23278.93,4,22,5,492.13,37,No,Yes,Online,Travel,1
7809.66,10,1,0,8.36,1824,Yes,No,Online,Fuel,1
2164.03,13,4,1,13.23,599,Yes,No,POS,Other,0
4045.81,15,6,0,22.64,2672,Yes,No,Online,Electronics,0
4590.1,20,3,0,49.58,975,Yes,Yes,Transfer,Restaurant,0
3688.87,9,3,0,5.98,41,No,No,ATM,Fuel,0
1011.15,7,4,0,16.68,310,No,No,POS,Grocery,0
5286.14,17,2,0,40.2,1175,No,Yes,ATM,Grocery,0
2146.92,22,3,0,7.61,2879,No,Yes,POS,Fuel,0
5768.61,21,2,1,24.01,882,Yes,No,POS,Fuel,0
3247.72,3,1,1,27.87,1501,Yes,Yes,Online,Grocery,1
4778.9,22,2,0,10.33,2257,Yes,No,Online,Fuel,0
7483.27,18,0,0,26.77,703,Yes,No,POS,Grocery,0
5157.81,3,2,1,28.67,2045,Yes,No,Online,Other,0
4856.86,0,4,0,14.87,1248,Yes,No,POS,Fuel,0
5444.66,4,2,0,5.18,2673,Yes,No,POS,Restaurant,0
1810.22,22,2,1,4.63,2047,Yes,No,Transfer,Other,0
5928.85,18,4,0,38.11,946,Yes,No,POS,Other,0
2785.19,13,2,0,38.03,1363,Yes,No,Online,Travel,0
2852.71,15,3,0,19.29,2568,Yes,No,POS,Fuel,0
3608.02,9,3,0,22.35,1119,Yes,No,POS,Other,0
2597.55,21,3,0,16.96,1619,Yes,No,POS,Other,0
1517.98,3,3,0,62.84,2568,No,Yes,Online,Restaurant,0
3417.65,7,3,0,17.25,468,No,No,POS,Travel,0
2862.76,4,1,0,86.2,2525,Yes,No,Online,Grocery,0
2788.44,20,1,0,12.35,2488,Yes,No,POS,Travel,0
3173.66,12,3,0,54.22,1629,Yes,No,POS,Fuel,0
441.14,16,1,0,7.63,708,Yes,No,Online,Grocery,0
2803.67,22,3,0,33.7,431,Yes,No,Online,Electronics,0
8082.17,4,4,0,6.64,2283,Yes,No,ATM,Electronics,0
7679.05,23,1,0,15.02,1133,Yes,No,Online,Electronics,0
3502.39,3,9,0,53.36,1615,Yes,No,POS,Electronics,0
3419.34,18,4,0,6.95,278,No,No,POS,Grocery,0
324.81,16,5,1,71.43,1549,Yes,No,Online,Electronics,1
2243.4,19,2,1,46.96,215,Yes,No,POS,Fuel,0
5408.94,3,4,0,46.67,1609,No,No,POS,Travel,0
2550.85,23,3,0,46.57,2526,Yes,No,Online,Electronics,0
6633.66,19,3,0,75.13,2926,Yes,No,Online,Electronics,0
6376.99,2,1,1,33.8,2536,Yes,No,POS,Restaurant,0
2209.68,13,1,1,14.98,1758,No,Yes,Online,Restaurant,0
51834.25,3,14,3,92.54,151,No,Yes,Online,Jewellery,1
8490.08,11,4,1,24.22,142,Yes,No,Online,Jewellery,0
83163.47,0,23,7,95.19,67,No,Yes,Transfer,Travel,1
2593.48,6,5,0,25.49,2868,Yes,No,Online,Jewellery,0
899.19,12,4,0,48.99,463,Yes,No,POS,Grocery,0
1706.46,23,3,1,10.54,852,Yes,No,POS,Electronics,0
10074.13,14,0,0,23.65,2980,No,No,POS,Travel,0
21854.4,3,20,5,319.3,50,No,Yes,Online,Jewellery,1
562.97,18,6,1,65.59,2173,Yes,No,ATM,Electronics,0
1504.96,18,4,1,46.18,2471,Yes,No,POS,Fuel,0
811.12,9,3,2,10.66,2868,Yes,No,Online,Electronics,0
3788.93,18,8,2,26.35,262,Yes,No,ATM,Electronics,0
4544.8,7,2,2,19.14,1081,Yes,Yes,POS,Travel,0
5980.66,14,1,1,46.93,705,Yes,No,Online,Fuel,0
5219.04,7,3,0,50.75,2443,Yes,No,POS,Fuel,0
1034.53,22,4,0,61.07,2631,Yes,No,POS,Other,0
4391.0,17,2,0,50.26,2608,Yes,No,POS,Electronics,0
3075.06,14,4,1,12.53,360,Yes,No,ATM,Restaurant,0
6546.69,10,3,1,24.29,2015,No,No,Online,Other,0
5612.96,12,6,0,53.86,1554,Yes,No,Online,Restaurant,0
10905.13,18,3,0,68.56,2178,Yes,No,Online,Electronics,0
1607.67,6,4,0,7.23,565,Yes,No,POS,Grocery,0
1421.54,19,0,2,39.47,396,No,No,Online,Restaurant,1
2350.54,6,4,1,25.04,1068,No,No,Online,Travel,0
3164.42,3,3,2,32.0,1066,No,No,POS,Fuel,0
2009.71,17,4,1,46.2,2373,Yes,No,POS,Restaurant,0
1677.98,17,3,1,27.08,581,Yes,No,POS,Travel,0
4196.05,8,1,1,29.76,2877,Yes,No,Online,Restaurant,0
2345.04,15,3,1,9.79,61,Yes,No,Online,Electronics,1
1942.95,17,2,2,24.28,1725,Yes,No,POS,Travel,0
1032.77,18,2,0,23.09,1594,Yes,No,POS,Fuel,0
358.45,22,1,0,22.14,1092,No,No,Online,Fuel,1
7835.22,20,1,1,21.72,343,Yes,No,POS,Restaurant,0
7688.06,10,4,2,81.54,249,Yes,No,Online,Electronics,0
5725.35,5,5,0,45.66,836,Yes,Yes,Online,Electronics,0
4870.27,2,3,0,8.32,1210,Yes,No,Transfer,Fuel,0
58574.84,1,14,2,297.7,92,No,Yes,Transfer,Electronics,1
5003.61,15,2,1,23.46,2443,Yes,No,Online,Restaurant,0
1336.11,16,3,0,57.97,2919,Yes,No,Online,Grocery,0
3627.26,0,4,0,10.91,2272,Yes,No,POS,Jewellery,0
1813.54,16,2,1,51.41,2482,Yes,No,Online,Fuel,0
5017.47,18,2,0,12.94,1075,No,No,POS,Fuel,0
8853.86,17,1,0,19.12,2585,Yes,No,Online,Grocery,1
1500.12,12,3,0,22.53,518,No,No,Online,Fuel,0
2266.04,0,4,0,27.07,1809,Yes,No,ATM,Electronics,0
3579.99,11,2,0,6.34,1635,Yes,No,Transfer,Fuel,0
636.81,15,3,0,8.07,1440,Yes,No,Transfer,Grocery,0
849.04,13,2,0,18.74,2497,No,Yes,Online,Travel,0
8690.87,13,2,0,4.81,1018,Yes,No,Online,Restaurant,0
4208.68,12,3,1,17.24,1691,Yes,No,Online,Electronics,0
2089.27,13,4,0,32.22,1393,Yes,No,Online,Grocery,0
3316.11,7,6,0,10.16,1629,No,No,ATM,Travel,0
2358.12,14,1,0,16.72,1036,Yes,No,POS,Restaurant,0
3655.3,6,3,0,28.88,2123,Yes,No,Online,Travel,0
2425.93,11,2,1,7.16,1777,No,No,POS,Restaurant,0
3133.89,9,5,0,32.45,396,Yes,No,POS,Grocery,0
5315.41,17,3,1,24.5,1332,No,No,Online,Fuel,0
5091.3,21,3,1,12.33,1859,Yes,No,Online,Jewellery,0
8383.24,15,5,0,62.22,297,No,No,POS,Electronics,0
4413.47,3,1,1,9.55,243,Yes,No,POS,Grocery,0
3467.76,16,6,0,34.15,1635,Yes,No,POS,Other,0
9176.44,7,4,1,35.06,487,Yes,Yes,Online,Electronics,0
2901.82,1,3,1,9.69,1715,Yes,No,POS,Restaurant,0
399.79,4,6,0,12.89,163,No,No,Online,Other,0
5771.79,23,3,0,38.94,2565,Yes,No,Online,Grocery,0
4064.32,10,3,1,48.62,1846,Yes,No,Online,Other,0
3353.19,4,4,0,32.83,1904,Yes,No,POS,Restaurant,0
5871.83,3,0,0,38.8,2892,No,No,POS,Restaurant,0
2441.78,15,3,1,17.25,1878,Yes,No,POS,Grocery,0
422.82,18,5,1,56.28,453,Yes,No,Online,Grocery,0
5947.67,8,5,0,5.14,2699,No,Yes,ATM,Electronics,0
2031.76,2,5,1,30.54,1417,Yes,No,Online,Grocery,0
1551.19,8,4,0,54.92,2015,Yes,No,ATM,Restaurant,0
448.84,15,8,0,50.32,2682,Yes,No,Online,Other,0
5625.81,2,4,0,1.05,1424,Yes,No,POS,Other,0
256.71,6,2,2,46.6,2551,Yes,No,Online,Fuel,0
7445.51,0,3,2,16.94,2857,No,No,Online,Electronics,1
2625.76,11,2,1,16.57,1275,No,No,Online,Grocery,0
5802.47,4,1,1,31.51,87,Yes,No,Transfer,Fuel,0
21849.63,0,9,7,163.61,80,No,Yes,Online,Jewellery,1
10250.91,2,7,0,35.12,2409,Yes,Yes,Online,Electronics,0
4422.23,17,3,0,52.96,139,Yes,Yes,POS,Fuel,0
7270.11,11,1,0,68.58,2861,Yes,Yes,POS,Grocery,1
2211.02,22,7,0,90.6,2272,Yes,No,POS,Fuel,0
845.74,9,5,0,32.3,588,Yes,No,POS,Grocery,0
6395.04,5,3,2,14.94,2179,Yes,No,Online,Grocery,1
821.5,4,2,0,11.24,2067,Yes,No,POS,Electronics,0
5585.15,22,4,0,102.16,1752,Yes,Yes,POS,Jewellery,0
1399.36,14,4,0,19.88,1713,Yes,No,Online,Other,0
4118.97,7,2,0,1.81,351,Yes,No,ATM,Grocery,0
10371.36,15,4,0,12.4,2816,Yes,Yes,POS,Grocery,0
5301.51,13,1,0,15.83,895,Yes,No,Online,Restaurant,0
2911.15,2,1,0,47.15,872,No,No,POS,Electronics,0
4575.69,16,3,1,71.75,523,No,No,ATM,Other,0
2273.99,2,4,0,50.88,608,No,No,POS,Electronics,0
12893.1,4,5,0,40.19,186,Yes,No,Online,Restaurant,0
1911.7,17,4,0,73.05,2488,No,No,POS,Grocery,0
3148.67,10,7,1,49.73,2698,Yes,No,ATM,Other,0
4991.14,5,3,0,61.99,168,Yes,No,Online,Electronics,0
4353.95,1,4,0,15.77,553,Yes,No,Transfer,Restaurant,0
71634.61,23,15,4,224.56,152,No,Yes,Online,Travel,1
2310.82,16,4,0,10.96,627,No,No,Online,Grocery,1
2823.34,4,2,1,23.08,607,Yes,No,POS,Travel,0
6204.77,9,2,0,92.28,2105,Yes,No,POS,Grocery,0
6006.97,8,6,2,16.75,2638,Yes,No,Online,Travel,0
4424.88,21,1,0,11.29,972,No,No,POS,Fuel,0
7851.06,18,2,1,124.67,1564,No,No,POS,Travel,1
6365.49,6,3,0,33.56,1220,Yes,No,POS,Restaurant,0
5889.31,12,3,0,18.44,1130,Yes,No,POS,Travel,0
806.5,22,3,0,7.26,179,Yes,No,Online,Restaurant,0
4388.58,8,3,0,6.49,2124,Yes,No,POS,Fuel,0
3865.06,3,3,0,54.3,2781,Yes,No,Transfer,Restaurant,0
8493.07,7,3,1,3.09,2280,No,Yes,POS,Travel,0
3021.13,14,7,0,25.46,2989,Yes,No,Transfer,Electronics,0
3646.98,23,1,0,70.26,2462,No,No,POS,Travel,0
1383.62,7,5,0,16.48,1111,No,No,Online,Electronics,1
1623.5,1,5,0,33.55,2467,Yes,No,Online,Electronics,0
8510.27,4,9,0,13.78,654,Yes,No,POS,Fuel,0
4679.71,9,0,0,94.69,1205,Yes,No,POS,Travel,0
10386.04,2,4,0,36.77,2120,Yes,No,POS,Fuel,0
2980.87,0,3,0,68.78,871,No,No,ATM,Grocery,0
18456.87,1,18,5,265.91,131,No,Yes,Online,Travel,1
2674.55,19,2,0,33.11,565,No,No,POS,Restaurant,0
2340.12,5,1,0,40.52,469,Yes,No,POS,Restaurant,0
5424.28,12,2,0,22.75,2262,Yes,No,POS,Other,0
5281.2,13,3,0,49.72,1465,Yes,Yes,POS,Electronics,0
4836.72,16,0,1,25.85,2802,Yes,No,POS,Fuel,0
12417.45,23,3,0,43.93,594,Yes,No,Online,Other,0
7562.79,21,0,0,70.95,2147,No,No,Online,Travel,1
1719.82,7,2,0,30.7,708,Yes,No,POS,Other,0
6500.92,23,4,0,15.75,1424,Yes,No,Online,Fuel,0
3479.39,0,3,0,67.04,1486,Yes,No,POS,Restaurant,0
2920.87,23,3,1,40.48,2547,No,No,Online,Restaurant,0
8168.12,3,1,1,19.38,1204,Yes,No,POS,Jewellery,0
1630.01,2,0,0,13.47,1096,Yes,No,POS,Fuel,0
6222.61,2,2,0,0.32,1430,Yes,No,POS,Restaurant,0
5597.06,2,6,0,27.91,2933,Yes,No,POS,Electronics,0
1604.06,11,0,1,26.5,1159,Yes,No,Online,Restaurant,0
779.35,15,1,0,12.08,1652,Yes,No,POS,Travel,0
3208.93,17,2,0,12.34,228,Yes,Yes,POS,Grocery,0
6988.93,0,5,0,13.33,1814,No,No,Online,Electronics,1
4377.1,7,2,0,25.18,237,Yes,No,Online,Electronics,0
8335.4,3,4,1,55.09,54,No,No,POS,Other,0
4174.95,3,5,0,22.56,793,Yes,No,ATM,Restaurant,0
8689.24,17,3,0,18.39,579,Yes,No,Online,Fuel,0
2152.07,15,3,0,9.01,1573,Yes,Yes,ATM,Travel,0
4826.44,5,2,0,3.02,633,Yes,No,Transfer,Electronics,0
2528.71,7,2,0,9.27,646,Yes,No,Online,Jewellery,0
3136.88,22,1,0,16.73,2667,Yes,No,POS,Electronics,0
3638.14,13,4,2,14.63,1880,Yes,No,Online,Electronics,0
4367.58,5,2,1,31.87,42,No,No,POS,Restaurant,0
1924.46,22,4,0,28.72,2287,Yes,No,POS,Other,0
4672.08,4,5,0,9.56,2173,Yes,No,POS,Grocery,0
3509.98,6,2,0,32.03,2677,Yes,Yes,POS,Grocery,0
1052.13,16,4,0,12.58,1624,Yes,No,POS,Electronics,0
668.15,12,2,1,23.37,2831,Yes,No,Online,Restaurant,0
7005.7,1,2,1,8.97,2821,Yes,No,Transfer,Other,1
3025.33,19,0,0,31.91,1100,No,No,Online,Fuel,0
949.49,5,1,1,14.02,249,Yes,Yes,POS,Electronics,0
61491.35,3,22,5,451.57,26,No,Yes,Online,Jewellery,1
4994.45,8,5,0,14.93,1967,No,No,Transfer,Fuel,0
4288.49,18,3,1,8.22,2627,Yes,No,POS,Grocery,0
1786.53,21,2,1,14.63,233,Yes,No,ATM,Restaurant,0
1038.2,18,3,0,11.48,953,Yes,Yes,Online,Fuel,0
77385.97,0,15,4,247.65,148,No,Yes,Online,Travel,1
3354.52,12,5,0,71.9,1116,Yes,No,POS,Fuel,0
1403.46,1,4,0,37.31,2259,No,No,Online,Travel,0
74806.68,3,9,3,205.4,21,No,Yes,Transfer,Jewellery,1
1301.02,11,0,0,20.32,1130,No,No,POS,Fuel,0
1261.49,17,1,0,9.02,2608,Yes,No,ATM,Electronics,0
2096.12,5,2,0,4.11,921,Yes,No,POS,Electronics,0
4289.48,16,0,0,23.12,1593,Yes,No,Online,Travel,0
4791.77,10,2,1,25.39,1313,Yes,Yes,Online,Fuel,0
3305.04,16,2,0,19.11,625,Yes,No,POS,Travel,0
3746.1,10,4,0,97.66,2787,Yes,No,POS,Travel,0
4946.3,9,0,0,2.26,2430,Yes,No,POS,Fuel,0
27962.97,1,17,7,413.45,165,No,Yes,Online,Jewellery,1
3954.15,19,1,0,2.42,2552,Yes,No,POS,Grocery,0
7779.67,1,4,0,18.24,1496,Yes,No,Online,Fuel,0
2967.68,5,3,0,16.63,1922,No,No,Online,Grocery,0
6822.92,10,4,0,5.26,886,Yes,No,POS,Restaurant,0
3008.15,3,5,0,10.38,1189,Yes,No,POS,Electronics,0
5168.16,22,1,1,19.08,2779,Yes,No,Online,Fuel,0
4229.76,8,3,0,20.26,667,Yes,No,ATM,Jewellery,0
1282.35,5,4,0,13.41,1246,No,No,Online,Fuel,1
1559.72,6,0,0,60.44,2301,Yes,No,POS,Electronics,0
8688.91,4,4,0,48.51,995,Yes,No,POS,Fuel,0
5927.79,15,1,0,7.65,2313,Yes,No,Online,Fuel,0
3158.43,11,3,0,7.4,1182,No,No,Online,Other,0
2860.95,5,6,0,11.53,1537,Yes,No,POS,Grocery,0
1796.45,20,5,0,29.59,2974,Yes,Yes,Online,Fuel,0
42480.92,23,16,3,173.2,56,No,Yes,Transfer,Jewellery,1
1924.91,9,2,0,26.63,2755,Yes,No,POS,Electronics,0
2588.97,12,1,0,49.72,607,Yes,No,Online,Electronics,0
2089.47,15,1,0,10.19,2505,Yes,No,POS,Travel,0
5686.98,3,1,1,3.34,1593,Yes,No,POS,Restaurant,0
3064.02,19,8,0,33.86,2300,Yes,No,Online,Grocery,0
3765.99,6,2,0,10.06,982,Yes,No,POS,Grocery,0
1305.17,0,3,1,32.17,2198,Yes,No,POS,Fuel,0
2078.13,12,2,0,28.46,2974,Yes,No,POS,Electronics,0
3824.51,21,5,0,53.7,1497,Yes,No,Online,Restaurant,0
823.16,17,3,0,30.49,1278,No,Yes,Transfer,Grocery,0
2897.62,7,5,1,24.36,1586,Yes,No,Online,Jewellery,0
3378.28,9,3,0,23.17,624,Yes,No,Transfer,Fuel,0
1163.46,14,2,0,80.59,1689,Yes,No,ATM,Electronics,0
6628.21,5,3,0,26.85,596,Yes,No,ATM,Travel,0
4333.97,19,6,0,18.44,2078,Yes,No,POS,Grocery,0
3047.54,7,4,1,14.72,2986,Yes,No,Online,Grocery,0
1960.59,5,5,0,33.8,2290,Yes,No,Online,Restaurant,0
792.35,2,5,1,72.32,2997,Yes,No,POS,Restaurant,0
6302.69,16,2,0,38.82,1324,Yes,No,POS,Fuel,0
2409.63,0,2,0,63.85,2401,Yes,No,Transfer,Travel,0
998.54,19,2,1,40.95,1689,Yes,No,POS,Electronics,0
1916.19,23,4,0,5.79,1446,Yes,No,ATM,Travel,0
4650.31,2,1,0,102.87,1900,Yes,No,POS,Restaurant,0
4031.6,2,5,1,28.95,2000,Yes,No,POS,Travel,0
1408.98,22,3,0,81.37,159,Yes,No,POS,Restaurant,0
7036.29,2,4,0,63.59,2108,No,No,Online,Electronics,0
986.11,9,5,0,4.86,1583,Yes,No,POS,Grocery,0
7978.91,20,4,0,23.71,399,Yes,No,Online,Grocery,0
3913.44,3,0,0,12.87,546,Yes,No,Online,Jewellery,0
2551.75,15,4,0,11.11,440,No,No,POS,Electronics,1
2826.78,9,5,1,31.86,2469,Yes,Yes,POS,Electronics,0
3607.03,10,2,0,46.34,1188,Yes,No,Online,Restaurant,0
4895.9,22,4,1,7.35,1299,Yes,No,ATM,Travel,0
660.73,15,3,1,6.36,1130,Yes,No,Online,Restaurant,0
1865.79,7,0,1,25.93,2182,Yes,No,Online,Grocery,0
3525.8,22,1,0,41.1,1409,Yes,No,Online,Other,0
7209.23,13,2,0,52.33,2971,No,No,Transfer,Fuel,0
39744.95,1,11,7,253.72,14,No,Yes,Transfer,Travel,1
9035.38,9,1,0,71.36,2855,Yes,No,POS,Electronics,0
6818.85,5,1,0,35.59,1857,Yes,No,POS,Grocery,0
30293.26,4,16,2,108.3,157,No,Yes,Transfer,Travel,1
3368.27,20,2,0,50.15,2267,No,Yes,POS,Grocery,0
6845.06,0,8,0,6.73,2628,Yes,No,ATM,Grocery,0
6418.94,18,1,0,22.32,2615,Yes,No,Online,Fuel,0
2933.35,21,3,0,63.64,2680,Yes,No,Online,Electronics,0
4805.18,23,1,0,10.99,1234,Yes,No,Transfer,Fuel,0
2399.28,15,3,1,4.87,2341,Yes,No,POS,Other,0
914.24,7,1,0,11.33,883,No,No,ATM,Grocery,0
3125.37,3,4,0,14.57,1477,No,No,Online,Restaurant,1
2989.51,22,6,0,26.07,458,Yes,No,POS,Electronics,0
2311.77,9,2,1,40.17,1298,Yes,No,POS,Restaurant,0
4908.99,8,4,0,51.3,1685,Yes,No,POS,Other,0
2861.41,17,4,0,36.42,2505,Yes,No,ATM,Travel,0
4458.77,17,3,1,67.06,124,Yes,No,Transfer,Electronics,1
5618.72,19,3,1,14.0,1798,Yes,No,POS,Jewellery,0
13362.28,21,4,0,13.61,2573,Yes,No,Online,Other,1
3163.8,21,6,0,8.34,2330,No,No,POS,Grocery,0
7274.11,4,1,0,24.1,1436,No,No,Online,Travel,0
58397.24,2,18,4,84.1,73,No,Yes,Online,Electronics,1
